Freq.	V(ampout)
1.65958690743754e+01	1.89242060184479e+01,7.72161593997865e+00
1.69824365246172e+01	1.90530520677567e+01,7.59775501558611e+00
1.73780082874935e+01	1.91778399944305e+01,7.47372236710267e+00
1.77827941003890e+01	1.92986317873001e+01,7.34965068609727e+00
1.81970085860996e+01	1.94154947996140e+01,7.22566630123652e+00
1.86208713666284e+01	1.95284993648529e+01,7.10188916050395e+00
1.90546071796322e+01	1.96377195119858e+01,6.97843283943988e+00
1.94984459975802e+01	1.97432323694229e+01,6.85540458103958e+00
1.99526231496885e+01	1.98451164960861e+01,6.73290536080489e+00
2.04173794466950e+01	1.99434540271759e+01,6.61102997564777e+00
2.08929613085401e+01	2.00383273363113e+01,6.48986715230950e+00
2.13796208950220e+01	2.01298210620880e+01,6.36949966532068e+00
2.18776162394952e+01	2.02180207967758e+01,6.25000449312473e+00
2.23872113856831e+01	2.03030126094818e+01,6.13145296422699e+00
2.29086765276774e+01	2.03848825693130e+01,6.01391092502741e+00
2.34422881531989e+01	2.04637175798416e+01,5.89743891372495e+00
2.39883291901946e+01	2.05396044254303e+01,5.78209234419631e+00
2.45470891568500e+01	2.06126288175583e+01,5.66792170461986e+00
2.51188643150954e+01	2.06828767061234e+01,5.55497273051258e+00
2.57039578276883e+01	2.07504328489304e+01,5.44328661593048e+00
2.63026799189534e+01	2.08153811693192e+01,5.33290020602099e+00
2.69153480392688e+01	2.08778051137924e+01,5.22384619304476e+00
2.75422870333813e+01	2.09377862215042e+01,5.11615331066272e+00
2.81838293126441e+01	2.09954046010971e+01,5.00984653429474e+00
2.88403150312656e+01	2.10507398843765e+01,4.90494726413092e+00
2.95120922666634e+01	2.11038694381714e+01,4.80147352028619e+00
3.01995172040197e+01	2.11548691987991e+01,4.69944013275060e+00
3.09029543251355e+01	2.12038135528564e+01,4.59885890098223e+00
3.16227766016833e+01	2.12507755756378e+01,4.49973879426576e+00
3.23593656929624e+01	2.12958257198334e+01,4.40208610176460e+00
3.31131121482586e+01	2.13390332460403e+01,4.30590461032819e+00
3.38844156139198e+01	2.13804658651352e+01,4.21119575454407e+00
3.46736850452527e+01	2.14201887845993e+01,4.11795877546358e+00
3.54813389233570e+01	2.14582660198212e+01,4.02619086371499e+00
3.63078054770096e+01	2.14947593212128e+01,3.93588730001480e+00
3.71535229097167e+01	2.15297285318375e+01,3.84704159654623e+00
3.80189396320556e+01	2.15632325410843e+01,3.75964561318445e+00
3.89045144994275e+01	2.15953271389008e+01,3.67368969453854e+00
3.98107170553491e+01	2.16260673999786e+01,3.58916277490098e+00
4.07380277804107e+01	2.16555058956146e+01,3.50605249534055e+00
4.16869383470329e+01	2.16836942434311e+01,3.42434530518238e+00
4.26579518801586e+01	2.17106815576553e+01,3.34402656522316e+00
4.36515832240159e+01	2.17365158796310e+01,3.26508064140511e+00
4.46683592150956e+01	2.17612429857254e+01,3.18749099241879e+00
4.57088189614868e+01	2.17849074602127e+01,3.11124024949946e+00
4.67735141287191e+01	2.18075520992279e+01,3.03631029882558e+00
4.78630092322631e+01	2.18292186260223e+01,2.96268235871332e+00
4.89778819368439e+01	2.18499463796616e+01,2.89033704727009e+00
5.01187233627265e+01	2.18697739839554e+01,2.81925443790500e+00
5.12861383991357e+01	2.18887381553650e+01,2.74941414432963e+00
5.24807460249765e+01	2.19068746566772e+01,2.68079533963960e+00
5.37031796370245e+01	2.19242175817490e+01,2.61337685172356e+00
5.49540873857616e+01	2.19407998323441e+01,2.54713717540601e+00
5.62341325190340e+01	2.19566525220871e+01,2.48205454703972e+00
5.75439937337148e+01	2.19718067646027e+01,2.41810696879152e+00
5.88843655355580e+01	2.19862911701202e+01,2.35527225027539e+00
6.02559586074348e+01	2.20001336336136e+01,2.29352806232818e+00
6.16595001861473e+01	2.20133614540100e+01,2.23285194568311e+00
6.30957344480184e+01	2.20259995460510e+01,2.17322135607237e+00
6.45654229034646e+01	2.20380735397339e+01,2.11461368677799e+00
6.60693448007586e+01	2.20496065616608e+01,2.05700630332601e+00
6.76082975391971e+01	2.20606217384338e+01,2.00037656430312e+00
6.91830970918926e+01	2.20711402893066e+01,1.94470183349944e+00
7.07945784384127e+01	2.20811835527420e+01,1.88995950766375e+00
7.24435960074979e+01	2.20907710790634e+01,1.83612704425899e+00
7.41310241300906e+01	2.20999221801758e+01,1.78318194584956e+00
7.58577575029172e+01	2.21086549758911e+01,1.73110182602056e+00
7.76247116628680e+01	2.21169871091843e+01,1.67986434692787e+00
7.94328234724269e+01	2.21249356269836e+01,1.62944732164624e+00
8.12830516164086e+01	2.21325160264969e+01,1.57982866212780e+00
8.31763771102658e+01	2.21397436857224e+01,1.53098638961038e+00
8.51138038202363e+01	2.21466336250305e+01,1.48289867451581e+00
8.70963589956067e+01	2.21531994342804e+01,1.43554381389848e+00
8.91250938133731e+01	2.21594541072845e+01,1.38890025746628e+00
9.12010839355895e+01	2.21654111146927e+01,1.34294659370249e+00
9.33254300796976e+01	2.21710822582245e+01,1.29766157068264e+00
9.54992586021420e+01	2.21764789819717e+01,1.25302408913544e+00
9.77237220955795e+01	2.21816127300262e+01,1.20901319550390e+00
9.99999999999984e+01	2.21864936351776e+01,1.16560810449684e+00
1.02329299228074e+02	2.21911315917969e+01,1.12278819735366e+00
1.04712854805088e+02	2.21955364942551e+01,1.08053299408925e+00
1.07151930523759e+02	2.21997169256210e+01,1.03882217084126e+00
1.09647819614317e+02	2.22036824226379e+01,9.97635577216556e-01
1.12201845430195e+02	2.22074403762817e+01,9.56953212006084e-01
1.14815362149686e+02	2.22109981775284e+01,9.16755216245406e-01
1.17489755493951e+02	2.22143642902374e+01,8.77021890561878e-01
1.20226443461739e+02	2.22175449132919e+01,8.37733681297237e-01
1.23026877081236e+02	2.22205467224121e+01,7.98871166629539e-01
1.25892541179415e+02	2.22233761548996e+01,7.60415070451131e-01
1.28824955169311e+02	2.22260389328003e+01,7.22346251960118e-01
1.31825673855639e+02	2.22285403013229e+01,6.84645716068758e-01
1.34896288259163e+02	2.22308861017227e+01,6.47294568301049e-01
1.38038426460286e+02	2.22330807447433e+01,6.10274052956015e-01
1.41253754462273e+02	2.22351287603378e+01,5.73565518413972e-01
1.44543977074590e+02	2.22370349168777e+01,5.37150437952562e-01
1.47910838816818e+02	2.22388024330139e+01,5.01010381991762e-01
1.51356124843618e+02	2.22404357194901e+01,4.65127021562978e-01
1.54881661891245e+02	2.22419376373291e+01,4.29482114431437e-01
1.58489319246109e+02	2.22433114051819e+01,3.94057525913070e-01
1.62181009735890e+02	2.22445601224899e+01,3.58835194179392e-01
1.65958690743753e+02	2.22456864118576e+01,3.23797105972744e-01
1.69824365246172e+02	2.22466922998428e+01,2.88925359054645e-01
1.73780082874935e+02	2.22475800514221e+01,2.54202106696141e-01
1.77827941003889e+02	2.22483515739441e+01,2.19609522982580e-01
1.81970085860995e+02	2.22490081787109e+01,1.85129872202992e-01
1.86208713666284e+02	2.22495517730713e+01,1.50745453338175e-01
1.90546071796321e+02	2.22499829530716e+01,1.16438589653796e-01
1.94984459975801e+02	2.22503032684326e+01,8.21916391072364e-02
1.99526231496885e+02	2.22505127191544e+01,4.79869908793944e-02
2.04173794466949e+02	2.22506122589111e+01,1.38070272102482e-02
2.08929613085400e+02	2.22506016492844e+01,-2.03658141513756e-02
2.13796208950220e+02	2.22504810094833e+01,-5.45491440303181e-02
2.18776162394951e+02	2.22502505779266e+01,-8.87605454981895e-02
2.23872113856830e+02	2.22499089241028e+01,-1.23017629383469e-01
2.29086765276773e+02	2.22494561672211e+01,-1.57338006516966e-01
2.34422881531988e+02	2.22488908767700e+01,-1.91739343241920e-01
2.39883291901945e+02	2.22482120990753e+01,-2.26239278148398e-01
2.45470891568499e+02	2.22474186420441e+01,-2.60855546971982e-01
2.51188643150954e+02	2.22465082406998e+01,-2.95605940960968e-01
2.57039578276882e+02	2.22454798221588e+01,-3.30508223610934e-01
2.63026799189534e+02	2.22443301677704e+01,-3.65580269439931e-01
2.69153480392687e+02	2.22430574893951e+01,-4.00840029295864e-01
2.75422870333812e+02	2.22416594028473e+01,-4.36305495662225e-01
2.81838293126440e+02	2.22401325702667e+01,-4.71994765106388e-01
2.88403150312655e+02	2.22384738922119e+01,-5.07925968892323e-01
2.95120922666633e+02	2.22366800308228e+01,-5.44117384002220e-01
3.01995172040196e+02	2.22347470521927e+01,-5.80587342930585e-01
3.09029543251354e+02	2.22326712608337e+01,-6.17354323889913e-01
3.16227766016832e+02	2.22304480075836e+01,-6.54436825911603e-01
3.23593656929622e+02	2.22280726432800e+01,-6.91853583949182e-01
3.31131121482585e+02	2.22255405187607e+01,-7.29623319081838e-01
3.38844156139196e+02	2.22228461503983e+01,-7.67764995249536e-01
3.46736850452525e+02	2.22199841737747e+01,-8.06297583333276e-01
3.54813389233569e+02	2.22169485092163e+01,-8.45240324831366e-01
3.63078054770095e+02	2.22137326002121e+01,-8.84612454305511e-01
3.71535229097166e+02	2.22103304862976e+01,-9.24433449179332e-01
3.80189396320554e+02	2.22067345380783e+01,-9.64722863205338e-01
3.89045144994273e+02	2.22029374837875e+01,-1.00550047218167e+00
3.98107170553490e+02	2.21989315748215e+01,-1.04678610741905e+00
4.07380277804105e+02	2.21947087049484e+01,-1.08859983615162e+00
4.16869383470328e+02	2.21902598142624e+01,-1.13096183663674e+00
4.26579518801585e+02	2.21855757236481e+01,-1.17389246754362e+00
4.36515832240158e+02	2.21806473731995e+01,-1.21741221244383e+00
4.46683592150955e+02	2.21754640340805e+01,-1.26154174919748e+00
4.57088189614867e+02	2.21700155735016e+01,-1.30630186668918e+00
4.67735141287189e+02	2.21642903089523e+01,-1.35171358972536e+00
4.78630092322629e+02	2.21582771539688e+01,-1.39779801250427e+00
4.89778819368437e+02	2.21519634723663e+01,-1.44457640963526e+00
5.01187233627263e+02	2.21453368663788e+01,-1.49207026389479e+00
5.12861383991355e+02	2.21383835077286e+01,-1.54030109969506e+00
5.24807460249763e+02	2.21310893297195e+01,-1.58929069124758e+00
5.37031796370243e+02	2.21234391927719e+01,-1.63906086827672e+00
5.49540873857614e+02	2.21154185533524e+01,-1.68963362704210e+00
5.62341325190338e+02	2.21070106029510e+01,-1.74103108870213e+00
5.75439937337146e+02	2.20981988906860e+01,-1.79327549931747e+00
5.88843655355578e+02	2.20889655351639e+01,-1.84638916046049e+00
6.02559586074346e+02	2.20792918205261e+01,-1.90039449860399e+00
6.16595001861470e+02	2.20691592693329e+01,-1.95531405124439e+00
6.30957344480181e+02	2.20585469007492e+01,-2.01117027261216e+00
6.45654229034643e+02	2.20474340915680e+01,-2.06798592224823e+00
6.60693448007583e+02	2.20357990264893e+01,-2.12578352377386e+00
6.76082975391969e+02	2.20236184597015e+01,-2.18458572571012e+00
6.91830970918923e+02	2.20108691453934e+01,-2.24441524596750e+00
7.07945784384124e+02	2.19975253343582e+01,-2.30529455265764e+00
7.24435960074976e+02	2.19835619926453e+01,-2.36724633593622e+00
7.41310241300903e+02	2.19689509868622e+01,-2.43029289738251e+00
7.58577575029169e+02	2.19536651372910e+01,-2.49445660796505e+00
7.76247116628677e+02	2.19376748800278e+01,-2.55975960273076e+00
7.94328234724266e+02	2.19209492206573e+01,-2.62622383631492e+00
8.12830516164084e+02	2.19034565687180e+01,-2.69387104131033e+00
8.31763771102655e+02	2.18851637840271e+01,-2.76272261724193e+00
8.51138038202360e+02	2.18660367727280e+01,-2.83279976934637e+00
8.70963589956064e+02	2.18460394144058e+01,-2.90412311999580e+00
8.91250938133728e+02	2.18251340389252e+01,-2.97671304175901e+00
9.12010839355892e+02	2.18032832145691e+01,-3.05058940760819e+00
9.33254300796973e+02	2.17804459333420e+01,-3.12577139662471e+00
9.54992586021417e+02	2.17565810680389e+01,-3.20227774380282e+00
9.77237220955792e+02	2.17316448688507e+01,-3.28012635146774e+00
9.99999999999981e+02	2.17055929899216e+01,-3.35933451132428e+00
1.02329299228073e+03	2.16783789396286e+01,-3.43991854363276e+00
1.04712854805088e+03	2.16499549150467e+01,-3.52189396374069e+00
1.07151930523759e+03	2.16202704906464e+01,-3.60527503799631e+00
1.09647819614316e+03	2.15892740488052e+01,-3.69007533885633e+00
1.12201845430194e+03	2.15569132566452e+01,-3.77630677344905e+00
1.14815362149686e+03	2.15231323242188e+01,-3.86398024969640e+00
1.17489755493951e+03	2.14878753423691e+01,-3.95310520447833e+00
1.20226443461739e+03	2.14510830640793e+01,-4.04368938158427e+00
1.23026877081236e+03	2.14126946926117e+01,-4.13573891498072e+00
1.25892541179414e+03	2.13726485967636e+01,-4.22925819003240e+00
1.28824955169311e+03	2.13308807611465e+01,-4.32424970472857e+00
1.31825673855638e+03	2.12873246669769e+01,-4.42071379211757e+00
1.34896288259163e+03	2.12419128417969e+01,-4.51864848154264e+00
1.38038426460286e+03	2.11945762634277e+01,-4.61804955414118e+00
1.41253754462273e+03	2.11452426910400e+01,-4.71891026529329e+00
1.44543977074590e+03	2.10938403606415e+01,-4.82122112258139e+00
1.47910838816818e+03	2.10402932167053e+01,-4.92496971924720e+00
1.51356124843618e+03	2.09845257997513e+01,-5.03014059542465e+00
1.54881661891245e+03	2.09264600276947e+01,-5.13671518261935e+00
1.58489319246108e+03	2.08660166263580e+01,-5.24467127636080e+00
1.62181009735890e+03	2.08031146526337e+01,-5.35398336926119e+00
1.65958690743753e+03	2.07376719713211e+01,-5.46462184610982e+00
1.69824365246171e+03	2.06696059703827e+01,-5.57655340020483e+00
1.73780082874934e+03	2.05988316535950e+01,-5.68974017292931e+00
1.77827941003889e+03	2.05252646207809e+01,-5.80414025335449e+00
1.81970085860995e+03	2.04488188028336e+01,-5.91970679005817e+00
1.86208713666283e+03	2.03694077730179e+01,-6.03638871276826e+00
1.90546071796321e+03	2.02869455814362e+01,-6.15412923357235e+00
1.94984459975801e+03	2.02013448476791e+01,-6.27286712365412e+00
1.99526231496884e+03	2.01125193834305e+01,-6.39253543655877e+00
2.04173794466949e+03	2.00203838348389e+01,-6.51306173022522e+00
2.08929613085400e+03	1.99248518943787e+01,-6.63436790045216e+00
2.13796208950219e+03	1.98258404731750e+01,-6.75637012539437e+00
2.18776162394951e+03	1.97232656478882e+01,-6.87897825493246e+00
2.23872113856829e+03	1.96170480251312e+01,-7.00209686538847e+00
2.29086765276773e+03	1.95071072578430e+01,-7.12562320561346e+00
2.34422881531987e+03	1.93933677673340e+01,-7.24944908436555e+00
2.39883291901944e+03	1.92757558822632e+01,-7.37345981559520e+00
2.45470891568498e+03	1.91542022228241e+01,-7.49753394090112e+00
2.51188643150953e+03	1.90286403894424e+01,-7.62154411769188e+00
2.57039578276881e+03	1.88990082740784e+01,-7.74535634203949e+00
2.63026799189533e+03	1.87652497291565e+01,-7.86883044828392e+00
2.69153480392686e+03	1.86273128986359e+01,-7.99182005350758e+00
2.75422870333811e+03	1.84851520061493e+01,-8.11417289061501e+00
2.81838293126440e+03	1.83387280702591e+01,-8.23573014220165e+00
2.88403150312655e+03	1.81880084276199e+01,-8.35632821689342e+00
2.95120922666632e+03	1.80329686403275e+01,-8.47579763914018e+00
3.01995172040195e+03	1.78735910654068e+01,-8.59396393738552e+00
3.09029543251353e+03	1.77098677158356e+01,-8.71064781060977e+00
3.16227766016831e+03	1.75417993068695e+01,-8.82566618302462e+00
3.23593656929621e+03	1.73693958520889e+01,-8.93883159347024e+00
3.31131121482584e+03	1.71926766633987e+01,-9.04995352766218e+00
3.38844156139195e+03	1.70116728544235e+01,-9.15883864026546e+00
3.46736850452524e+03	1.68264250755310e+01,-9.26529180956913e+00
3.54813389233568e+03	1.66369863748550e+01,-9.36911580445849e+00
3.63078054770094e+03	1.64434196949005e+01,-9.47011350481716e+00
3.71535229097165e+03	1.62458010911942e+01,-9.56808723544145e+00
3.80189396320553e+03	1.60442177057266e+01,-9.66284048684156e+00
3.89045144994272e+03	1.58387693166733e+01,-9.75417824834039e+00
3.98107170553489e+03	1.56295677423477e+01,-9.84190789624608e+00
4.07380277804104e+03	1.54167370796204e+01,-9.92584047058699e+00
4.16869383470326e+03	1.52004133462906e+01,-1.00057915078060e+01
4.26579518801584e+03	1.49807450771332e+01,-1.00815814293228e+01
4.36515832240157e+03	1.47578921318054e+01,-1.01530368183012e+01
4.46683592150954e+03	1.45320259332657e+01,-1.02199917518974e+01
4.57088189614865e+03	1.43033289909363e+01,-1.02822878012857e+01
4.67735141287188e+03	1.40719953775406e+01,-1.03397756414670e+01
4.78630092322628e+03	1.38382276296616e+01,-1.03923153843352e+01
4.89778819368436e+03	1.36022397279739e+01,-1.04397784660596e+01
5.01187233627261e+03	1.33642529249191e+01,-1.04820465368648e+01
5.12861383991354e+03	1.31244969367981e+01,-1.05190144586140e+01
5.24807460249761e+03	1.28832095861435e+01,-1.05505885284983e+01
5.37031796370241e+03	1.26406333446503e+01,-1.05766886439178e+01
5.49540873857613e+03	1.23970172405243e+01,-1.05972494127200e+01
5.62341325190337e+03	1.21526151895523e+01,-1.06122180993279e+01
5.75439937337144e+03	1.19076819419861e+01,-1.06215578998235e+01
5.88843655355576e+03	1.16624774932861e+01,-1.06252456105613e+01
6.02559586074345e+03	1.14172608852386e+01,-1.06232734599653e+01
6.16595001861469e+03	1.11722922325134e+01,-1.06156488310171e+01
6.30957344480180e+03	1.09278301000595e+01,-1.06023934840887e+01
6.45654229034642e+03	1.06841316223145e+01,-1.05835441675590e+01
6.60693448007582e+03	1.04414495229721e+01,-1.05591522847481e+01
6.76082975391967e+03	1.02000334262848e+01,-1.05292833943240e+01
6.91830970918921e+03	9.96012687683105e+00,-1.04940167662062e+01
7.07945784384122e+03	9.72196793556213e+00,-1.04534449929943e+01
7.24435960074974e+03	9.48578703403473e+00,-1.04076731017885e+01
7.41310241300901e+03	9.25180661678314e+00,-1.03568191092818e+01
7.58577575029167e+03	9.02024042606354e+00,-1.03010112462380e+01
7.76247116628675e+03	8.79129314422607e+00,-1.02403892342227e+01
7.94328234724264e+03	8.56515920162201e+00,-1.01751018431223e+01
8.12830516164081e+03	8.34202194213867e+00,-1.01053073907315e+01
8.31763771102653e+03	8.12205398082733e+00,-1.00311722439692e+01
8.51138038202358e+03	7.90541648864746e+00,-9.95286937558376e+00
8.70963589956061e+03	7.69225883483887e+00,-9.87057886374168e+00
8.91250938133726e+03	7.48271799087524e+00,-9.78448528302033e+00
9.12010839355889e+03	7.27691948413849e+00,-9.69477792644830e+00
9.33254300796970e+03	7.07497596740723e+00,-9.60164969527068e+00
9.54992586021414e+03	6.87698829174042e+00,-9.50529643282425e+00
9.77237220955789e+03	6.68304514884949e+00,-9.40591487063648e+00
9.99999999999977e+03	6.49322330951691e+00,-9.30370368310469e+00
1.02329299228073e+04	6.30758655071259e+00,-9.19886071197107e+00
1.04712854805088e+04	6.12618958950043e+00,-9.09158363244933e+00
1.07151930523758e+04	5.94907367229462e+00,-8.98206878748169e+00
1.09647819614316e+04	5.77627098560333e+00,-8.87051057711142e+00
1.12201845430194e+04	5.60780131816864e+00,-8.75710034827353e+00
1.14815362149686e+04	5.44367623329163e+00,-8.64202645029945e+00
1.17489755493950e+04	5.28389716148376e+00,-8.52547356880314e+00
1.20226443461739e+04	5.12845635414124e+00,-8.40762205950159e+00
1.23026877081235e+04	4.97733724117279e+00,-8.28864755967152e+00
1.25892541179414e+04	4.83051621913910e+00,-8.16872054407213e+00
1.28824955169310e+04	4.68796110153198e+00,-8.04800654694191e+00
1.31825673855638e+04	4.54963374137878e+00,-7.92666521836509e+00
1.34896288259162e+04	4.41548860073090e+00,-7.80485049074559e+00
1.38038426460285e+04	4.28547465801239e+00,-7.68271013476260e+00
1.41253754462272e+04	4.15953588485718e+00,-7.56038564837218e+00
1.44543977074589e+04	4.03761029243469e+00,-7.43801264526701e+00
1.47910838816817e+04	3.91963279247284e+00,-7.31571991135934e+00
1.51356124843617e+04	3.80553364753723e+00,-7.19363034831622e+00
1.54881661891245e+04	3.69523978233337e+00,-7.07186002995877e+00
1.58489319246108e+04	3.58867478370667e+00,-6.95051914591750e+00
1.62181009735889e+04	3.48576080799103e+00,-6.82971128000645e+00
1.65958690743752e+04	3.38641607761383e+00,-6.70953407632260e+00
1.69824365246170e+04	3.29055869579315e+00,-6.59007862869112e+00
1.73780082874933e+04	3.19810450077057e+00,-6.47143086836149e+00
1.77827941003888e+04	3.10896742343903e+00,-6.35367017625686e+00
1.81970085860994e+04	3.02306258678436e+00,-6.23687049325963e+00
1.86208713666282e+04	2.94030320644379e+00,-6.12110032012060e+00
1.90546071796320e+04	2.86060249805450e+00,-6.00642299504761e+00
1.94984459975800e+04	2.78387379646301e+00,-5.89289613862638e+00
1.99526231496883e+04	2.71003150939941e+00,-5.78057287504635e+00
2.04173794466948e+04	2.63898885250092e+00,-5.66950138795073e+00
2.08929613085399e+04	2.57066082954407e+00,-5.55972558666690e+00
2.13796208950218e+04	2.50496363639832e+00,-5.45128432902129e+00
2.18776162394950e+04	2.44181382656097e+00,-5.34421286459110e+00
2.23872113856829e+04	2.38112843036652e+00,-5.23854236285842e+00
2.29086765276772e+04	2.32282781600952e+00,-5.13429991331213e+00
2.34422881531987e+04	2.26683104038239e+00,-5.03150952445867e+00
2.39883291901943e+04	2.21306109428406e+00,-4.93019126364379e+00
2.45470891568497e+04	2.16144096851349e+00,-4.83036231151345e+00
2.51188643150952e+04	2.11189603805542e+00,-4.73203649039351e+00
2.57039578276880e+04	2.06435298919678e+00,-4.63522518004174e+00
2.63026799189532e+04	2.01874005794525e+00,-4.53993676263781e+00
2.69153480392685e+04	1.97498774528503e+00,-4.44617723339616e+00
2.75422870333810e+04	1.93302774429321e+00,-4.35395020051510e+00
2.81838293126439e+04	1.89279484748840e+00,-4.26325694080879e+00
2.88403150312654e+04	1.85422372817993e+00,-4.17409684359154e+00
2.95120922666631e+04	1.81725227832794e+00,-4.08646735537332e+00
3.01995172040194e+04	1.78181982040405e+00,-4.00036406303843e+00
3.09029543251352e+04	1.74786734580994e+00,-3.91578097135061e+00
3.16227766016830e+04	1.71533811092377e+00,-3.83271050304029e+00
3.23593656929620e+04	1.68417668342590e+00,-3.75114380410378e+00
3.31131121482583e+04	1.65432941913605e+00,-3.67107057719113e+00
3.38844156139194e+04	1.62574493885040e+00,-3.59247949805285e+00
3.46736850452523e+04	1.59837269783020e+00,-3.51535804890591e+00
3.54813389233567e+04	1.57216477394104e+00,-3.43969268503133e+00
3.63078054770093e+04	1.54707443714142e+00,-3.36546916782390e+00
3.71535229097164e+04	1.52305674552917e+00,-3.29267231499398e+00
3.80189396320552e+04	1.50006794929504e+00,-3.22128627807251e+00
3.89045144994271e+04	1.47806596755981e+00,-3.15129448699008e+00
3.98107170553488e+04	1.45701146125793e+00,-3.08267970559245e+00
4.07380277804103e+04	1.43686413764954e+00,-3.01542453106958e+00
4.16869383470325e+04	1.41758716106415e+00,-2.94951097779267e+00
4.26579518801582e+04	1.39914512634277e+00,-2.88492028307519e+00
4.36515832240155e+04	1.38150238990784e+00,-2.82163393388328e+00
4.46683592150952e+04	1.36462593078613e+00,-2.75963280662836e+00
4.57088189614864e+04	1.34848332405090e+00,-2.69889763892570e+00
4.67735141287187e+04	1.33304405212402e+00,-2.63940894640109e+00
4.78630092322627e+04	1.31827878952026e+00,-2.58114709201618e+00
4.80000000000000e+04	1.31649160385132e+00,-2.57400005892850e+00
